
ATNF Pulsar Catalogue
Catalogue Version: 2.4.0
#;P0;P1;BINARY;ASSOC;PSR;
;(s);;(type);;TYPE;
1044;0.154992;1.45e-15;*;*;*;
1045;0.005792;1.17e-20;*;*;*;
1046;0.179488;2.74e-15;*;*;*;
1047;0.396459;*;*;*;*;
1048;0.045249;8.17e-19;BT;*;*;
1049;0.007987;2.43e-20;T2;GRS:4FGL_J1455-3331[aab+22];HE[lnl+95],HE[aab+22];
1050;0.176191;*;*;*;*;
1051;0.536810;*;*;*;*;
1052;0.263377;9.89e-17;*;*;*;
1053;1.748308;5.30e-15;*;*;*;
1054;1.498637;3.66e-15;*;*;*;
1055;0.390739;1.23e-14;*;*;*;
1056;0.103151;2.53e-14;*;GRS:4FGL_J1459.5-6053[aab+22];NRAD[aab+22];
1057;0.213661;*;*;*;*;
1058;0.464037;2.39e-16;*;*;*;
1059;0.782949;1.70e-16;*;*;*;
1060;3.784000;*;*;*;RRAT(?)[ttm18];
1061;1.752508;1.72e-16;*;*;*;
1062;0.535504;1.83e-15;*;*;*;
1063;0.668105;3.64e-14;*;*;*;
1064;0.842104;1.35e-15;*;*;*;
1065;0.026744;3.15e-19;ELL1;*;*;
1066;3.314002;1.40e-16;*;*;*;
1067;0.412985;5.53e-15;*;*;*;
1068;1.672372;1.43e-15;*;*;*;
1069;0.999000;*;*;*;*;
1070;0.999250;9.80e-16;*;*;*;
1071;0.840739;6.37e-15;*;*;*;
1072;0.286758;1.58e-15;*;*;*;
1073;0.897254;2.60e-16;*;*;*;
1074;0.355656;1.15e-15;*;*;*;
1075;0.739682;5.00e-15;*;*;*;
1076;0.088925;9.17e-15;*;GRS:4FGL_J1509.4-5850[aab+22],XRS:PWN[hb;HE[waa+10];
1077;0.339038;2.12e-15;*;*;*;
1078;0.943871;6.10e-16;*;*;*;
1079;0.004779;*;?;*;*;
1080;0.200384;4.85e-16;*;*;*;
1081;0.301511;3.44e-16;*;*;*;
1082;2.040532;1.92e-15;*;*;*;
1083;0.128699;6.85e-15;*;*;*;
1084;0.229595;*;*;*;*;
1085;0.002119;2.16e-20;ELL1;GRS:4FGL_J1513.4-2549[aab+22];HE;
1086;0.973458;2.75e-14;*;*;*;
1087;0.151582;1.53e-12;*;SNR:G320.4-1.2,GRS:AGILE[ppp+09];HE[umw+93],HE[ppp+09];
1088;1.046117;8.53e-15;*;*;RRAT;
1089;1.958737;1.37e-15;*;*;*;
1090;0.454840;9.26e-16;*;*;*;
1091;0.003589;1.86e-20;ELL1;GRS:4FGL_J1514.3-4946[aab+22];HE;
1092;0.296279;1.60e-18;*;*;*;
1093;0.148797;2.88e-15;*;*;*;
1094;1.147000;*;*;*;*;
1095;0.286648;6.09e-15;*;*;*;
1096;0.036022;*;ELL1;*;*;
1097;0.140668;*;*;*;*;
1098;1.103726;*;*;*;*;
1099;0.064402;*;*;*;*;
1100;0.650837;2.16e-16;*;*;*;
1101;0.886612;2.10e-15;*;*;*;
1102;0.005554;4.13e-20;*;GC:M5(NGC5904);*;
1103;0.007947;-3.31e-21;DDGR;GC:M5(NGC5904);*;
1104;0.002484;2.61e-20;BTX;GC:M5(NGC5904),OPT:COM_M5C[prf+14];*;
1105;0.002988;2.22e-20;ELL1;GC:M5(NGC5904);*;
1106;0.003182;1.79e-20;zfr+23;GC:M5(NGC5904);*;
1107;0.002654;2.21e-20;ELL1;GC:M5(NGC5904)[pqm+21];*;
1108;0.002750;1.25e-20;ELL1;GC:M5(NGC5904)[zfr+23];*;
1109;0.040935;2.72e-20;DD;*;*;
1110;0.794997;4.18e-16;*;*;*;
1111;0.499196;2.37e-16;*;*;*;
1112;0.214925;4.06e-17;*;*;*;
1113;0.518758;4.27e-15;*;*;*;
1114;2.154307;8.37e-15;*;*;*;
1115;1.254052;5.96e-15;*;*;*;
1116;0.270699;*;*;*;*;
1117;1.389605;3.30e-15;*;*;*;
1118;0.102136;3.12e-14;*;GRS:4FGL_J1521.9-5735[aab+22],SNR:G321.9;NRAD[aab+22];
1119;0.395354;2.06e-15;*;*;*;
1120;1.504835;9.53e-16;*;*;*;
1121;0.078219;3.90e-14;*;*;*;
1122;1.116174;3.56e-13;*;*;*;
1123;0.961043;1.26e-13;*;*;*;
1124;1.011694;1.62e-14;*;*;*;
1125;0.355156;8.96e-18;*;*;*;
1126;0.011360;1.31e-19;ELL1;*;*;
1127;0.280349;1.16e-16;*;*;*;
1128;0.002489;3.54e-21;ELL1;GRS:[cbb+23];NRAD[aab+22];
1129;0.301888;1.23e-16;*;*;*;
1130;0.848913;*;*;*;*;
1131;2.417605;1.91e-14;*;*;*;
1132;1.048719;1.13e-14;*;*;*;
1133;0.060822;2.49e-19;DDH;*;*;
1134;0.526556;3.96e-16;*;*;*;
1135;3.467302;7.75e-15;*;*;*;
1136;0.355687;2.48e-14;*;GRS:4FGL_J1528.4-5838[aab+22];NRAD[aab+22];
1137;0.476400;*;*;*;*;
1138;0.799000;*;*;*;*;
1139;0.008486;2.70e-20;DD;*;*;
1140;1.268454;*;*;*;*;
1141;0.891265;8.10e-16;*;*;*;
1142;0.036032;*;?;*;*;
1143;0.822249;4.10e-15;*;*;*;
1144;0.505000;*;*;*;*;
1145;0.505339;4.64e-16;*;*;*;
1146;0.278958;4.68e-15;*;*;*;
1147;0.568030;*;*;*;*;
1148;0.910320;8.25e-16;*;*;*;
1149;0.356849;9.63e-17;*;*;*;
1150;0.084206;1.38e-14;*;GRS:4FGL_J1531.5-5612[aab+22];HE[kbm+03],HE[aab+22];
1151;1.124836;7.80e-16;*;*;*;
1152;0.443825;6.50e-17;*;*;*;
1153;0.522977;*;*;*;*;
1154;1.221426;1.80e-16;*;*;*;
1155;0.364835;*;*;*;RRAT;
1156;1.368882;1.43e-15;*;*;*;
1157;0.289689;1.54e-15;*;*;*;
1158;0.432866;4.07e-15;*;*;*;
1159;0.468402;4.05e-17;*;*;*;
1160;0.566734;1.43e-14;*;*;*;
1161;0.307178;2.72e-15;*;*;*;
1162;0.933300;*;*;*;*;
1163;1.901000;*;*;*;*;
1164;1.319759;7.90e-16;*;*;*;
1165;0.003080;2.12e-20;DDH;GRS:4FGL_J1536.4-4948[brj+21];HE[brj+21];
1166;0.881438;1.91e-15;*;*;*;
1167;0.557841;1.37e-15;*;*;*;
1168;0.369501;*;*;*;*;
1169;0.006875;*;?;*;*;
1170;0.037904;2.42e-18;DD;XRS:[kpg06b];*;
1171;0.301311;1.93e-15;*;*;*;
1172;1.528124;4.17e-15;*;*;*;
1173;0.006927;1.59e-20;ELL1;*;*;
1174;0.430464;2.78e-15;*;*;*;
1175;0.369501;*;*;*;*;
1176;3.449385;6.89e-15;*;*;RRAT;
1177;0.276726;1.42e-15;*;*;*;
1178;0.395731;4.10e-17;*;*;*;
1179;0.104676;3.21e-15;*;*;*;
1180;1.908494;7.31e-15;*;*;*;
1181;0.843980;7.12e-15;*;*;*;
1182;0.341213;4.55e-15;*;*;*;
1183;0.506568;4.20e-17;*;*;*;
1184;1.272842;1.27e-15;*;*;*;
1185;1.004958;7.28e-16;*;*;*;
1186;0.243395;4.85e-15;*;*;*;
1187;1.630846;2.02e-16;*;*;*;
1188;0.612916;4.21e-16;*;*;*;
1189;3.474720;*;*;*;*;
1190;0.277701;2.10e-16;*;*;RRAT[dcm+23];
1191;*;*;*;*;RRAT;
1192;0.295838;7.50e-14;*;*;*;
1193;0.599248;4.02e-15;*;*;*;
1194;1.783865;5.89e-16;*;*;*;
1195;1.207568;7.78e-14;*;*;*;
1196;0.748448;4.32e-16;*;*;*;
1197;0.709064;8.80e-16;*;*;*;
1198;0.644255;1.01e-14;*;*;*;
1199;0.002057;1.62e-20;ELL1;GRS:4FGL_J1543.6-5148[aab+22];HE[aab+22];
1200;0.004312;*;?;*;*;
1201;0.377138;5.21e-14;*;*;*;
1202;0.002159;2.80e-21;ELL1;GRS:4FGL_J1544.0+4939[aab+22],OPT:[tkp+1;HE[brr+13];
1203;0.484130;1.14e-15;*;*;*;
1204;0.178554;6.03e-17;*;*;*;
1205;0.003575;5.25e-20;T2;*;*;
1206;0.002606;*;BT;GC:NGC5986;*;
1207;0.580840;1.18e-14;*;*;*;
1208;0.007797;1.61e-20;*;*;*;
1209;1.576925;2.94e-15;*;*;*;
1210;0.452782;*;*;*;*;
1211;0.004291;7.45e-21;ELL1;*;*;
1212;0.647198;2.56e-17;*;*;*;
1213;0.242190;5.94e-16;*;*;*;
1214;0.145655;8.00e-19;*;*;*;
1215;0.602738;4.05e-15;*;*;*;
1216;0.170938;1.07e-14;*;*;*;
1217;1.262471;8.54e-16;*;*;*;
1218;0.288355;1.41e-14;*;*;*;
1219;0.737500;*;*;*;RRAT;
1220;0.497772;4.70e-17;*;*;*;
1221;0.749659;1.78e-14;*;*;*;
1222;1.421124;9.35e-16;*;*;*;
1223;2.069833;2.32e-11;*;XRS:1E_1547.0-5408[gg07],SNR:G327.24-0.1;AXP,HE;
1224;0.007090;*;*;*;*;
1225;0.674060;1.88e-16;*;*;*;
1226;0.453448;1.95e-13;*;*;*;
1227;0.198839;2.28e-17;*;*;*;
1228;0.002428;2.80e-21;*;GRS:4FGL_J1553.1+5438[aab+22];HE[pbh+17];
1229;0.006284;1.90e-20;*;*;*;
1230;1.081347;1.57e-14;*;*;*;
1231;*;*;*;*;RRAT[dsm+16];
1232;0.464779;*;*;*;*;
1233;0.125230;2.29e-15;*;*;RRAT;
1234;3.418039;3.12e-14;*;*;*;
1235;0.008702;*;?;*;*;
1236;*;*;*;*;RRAT[ttm18];
1237;0.975410;2.05e-15;*;*;*;
1238;0.532578;6.94e-16;*;*;*;
1239;0.001788;4.45e-20;ELL1;OPT:Gaia_ID6041127310076589056[gbv+21],G;HE[rnc+22];
1240;0.518110;6.22e-17;*;*;*;
1241;1.170894;*;*;*;*;
1242;0.994681;1.04e-14;*;*;*;
1243;0.329187;3.30e-16;*;*;*;
1244;0.408155;7.54e-17;*;*;*;
1245;0.583758;*;*;*;*;
1246;0.594575;6.04e-15;*;*;*;
1247;1.122342;1.86e-13;*;*;*;
1248;0.267268;*;*;*;*;
1249;1.169890;*;*;*;*;
1250;0.257056;1.02e-15;*;*;*;
1251;0.957267;1.99e-14;*;*;*;
1252;0.003598;9.50e-21;T2;GRS:4FGL_J1600.9-3054[aab+22],XRS:[pb15];HE[egc+13];
1253;0.192605;5.06e-15;*;*;*;
1254;0.194456;2.13e-15;*;*;*;
1255;1.247666;8.87e-16;*;*;*;
1256;0.860777;*;*;*;*;
1257;2.559357;7.21e-16;*;*;*;
1258;0.288479;6.23e-14;*;*;*;
1259;0.003708;*;*;*;*;
1260;0.003116;4.77e-21;ELL1;*;*;
1261;0.819990;1.59e-14;*;*;*;
1262;0.864286;6.94e-14;*;*;*;
1263;0.503000;*;*;*;RRAT[dsm+16];
1264;0.714700;*;*;*;RRAT[mss+20];
1265;0.283071;1.59e-15;*;*;*;
1266;0.778313;3.01e-15;*;*;*;
1267;0.141909;1.24e-16;*;*;*;
1268;0.839221;4.96e-14;*;*;*;
1269;0.960786;*;*;*;*;
1270;0.496077;2.79e-15;*;*;*;
1271;0.014842;1.56e-20;T2;*;*;
1272;1.675869;9.27e-16;*;*;*;
1273;0.883890;2.65e-17;*;*;*;
1274;1.389200;*;*;*;*;
1275;0.527466;4.96e-15;*;*;*;
1276;0.007718;*;*;*;*;
1277;0.327419;1.02e-15;*;*;*;
1278;0.341403;8.40e-17;*;*;*;
1279;6.880000;*;*;XRS:RX_J1605.3+3249,OPT:[kkvh11];XINS,NRAD;
1280;1.013609;4.75e-15;*;*;*;
1281;0.658013;2.56e-16;*;*;*;
1282;0.421816;3.06e-16;*;*;*;
1283;0.342723;2.54e-15;*;*;*;
1284;0.298116;2.49e-17;*;*;*;
1285;1.557917;5.09e-16;*;*;*;
1286;0.249609;5.01e-16;*;*;*;
1287;1.279402;1.30e-14;*;*;*;
1288;1.018393;2.30e-16;*;*;*;
1289;*;*;*;*;RRAT;
1290;0.227419;*;*;*;*;
1291;0.481119;1.36e-14;*;*;*;
1292;0.786468;2.62e-15;*;*;*;
1293;1.296870;*;*;*;RRAT;
1294;2.593726;4.08e-15;*;*;*;
1295;0.009600;*;*;*;*;
1296;1.296850;1.95e-15;*;*;*;
1297;0.666438;5.42e-16;*;*;*;
1298;0.182495;5.17e-15;*;*;*;
1299;0.354550;2.01e-18;*;*;*;
1300;0.426646;3.73e-17;*;*;*;
1301;0.923834;1.57e-15;*;*;*;
1302;0.192687;*;*;*;*;
1303;1.368283;3.40e-17;*;*;*;
1304;0.483311;3.78e-15;*;*;*;
1305;0.732121;*;*;*;*;
1306;0.846907;*;*;*;*;
1307;0.615520;9.35e-16;*;*;*;
1308;0.382377;6.34e-16;*;*;*;
1309;0.457502;1.92e-14;*;*;*;
1310;0.655221;6.63e-15;*;*;*;
1311;1.206801;2.36e-15;*;*;*;
1312;0.003151;9.62e-21;ELL1;GRS:4FGL_J1614.5-2230[aab+22],OPT:[bk11];HE[aaa+09f];
1313;0.033504;5.15e-20;BT;*;*;
1314;0.464106;9.20e-16;*;*;*;
1315;0.407292;1.59e-16;*;*;*;
1316;0.888793;*;*;*;*;
1317;0.231694;4.95e-13;*;GRS:4FGL_J1614.5-5047[aab+22];HE[jlm+92],HE[aab+22];
1318;1.534008;7.44e-15;*;*;*;
1319;0.572592;2.90e-17;*;*;*;
1320;2.477568;1.58e-15;*;*;*;
1321;0.558258;1.46e-15;*;*;*;
1322;0.179278;1.06e-14;*;GRS:4FGL_J1615.3-5136[aab+22];NRAD[pvc19];
1323;0.360958;3.38e-16;*;*;*;
1324;0.791526;2.00e-15;*;*;*;
1325;0.003359;*;?;*;*;
1326;0.491384;4.66e-14;*;*;*;
1327;1.219594;1.91e-14;*;*;*;
1328;1.025831;2.89e-14;*;*;*;
1329;0.894924;3.02e-16;*;*;*;
1330;3.428466;1.81e-14;*;*;*;
1331;0.567080;1.65e-14;*;*;*;
1332;0.069357;1.35e-13;*;GRS:J1616-508[aab+06];HE[tkt+98];
1333;0.005779;*;*;*;*;
1334;0.011987;5.41e-20;T2;*;*;
1335;1.867136;*;*;*;*;
1336;0.005931;3.10e-21;ELL1;GRS:4FGL_J1618.7-4633[aab+22];HE[ccb+20],HE[aab+22];
1337;0.203553;1.99e-15;*;*;*;
1338;1.883798;1.23e-15;*;*;*;
1339;1.158600;*;*;*;RRAT[mss+20];
1340;1.023152;*;*;*;*;
1341;0.171935;1.05e-14;*;GRS:4FGL_J1620.7-4927[aab+22];NRAD[aab+22];
1342;1.156360;6.74e-17;*;*;*;
1343;1.084020;1.30e-14;*;*;*;
1344;0.371924;7.68e-16;*;*;*;
1345;0.003845;1.14e-20;BTX;GRS:4FGL_J1623.0-0315[aab+22];HE;
1346;0.731463;2.57e-15;*;*;*;
1347;0.916938;1.56e-15;*;*;*;
1348;0.457681;5.05e-15;*;*;*;
1349;0.265072;3.09e-16;*;*;*;
1350;0.735092;1.10e-16;*;*;*;
1351;1.072968;1.71e-14;*;*;*;
1352;4.327020;2.78e-12;*;XRS:CXOU_J162244.8-495054,SNR:G333.9+0.0;AXP,HE;
1353;0.023623;5.88e-20;ELL1;*;*;
1354;0.503015;1.96e-15;*;*;RRAT;
1355;1.276446;2.58e-15;*;*;*;
1356;0.011076;6.71e-19;BT;GC:NGC6121(M4),XRS:[pkgw07];*;
1357;0.364591;1.01e-15;*;*;*;
1358;0.866306;*;*;*;*;
1359;0.492347;*;*;*;*;
1360;0.725732;4.21e-14;*;*;*;
1361;0.085072;4.16e-15;*;GRS:4FGL_J1623.0-5004[aab+22];NRAD[cwp+17];
1362;0.002410;*;ELL1;GRS:4FGL_J1623.9-6936[cbb+23];*;
1363;0.651801;3.31e-16;*;*;*;
1364;0.395763;2.55e-16;*;*;*;
1365;0.002960;*;*;GRS:4FGL_J1624.3-3952[aab+22];HE[trr+21],HE[aab+22];
1366;0.167861;4.72e-15;*;GRS:4FGL_J1624.1-4042[aab+22];NRAD[aab+22];
1367;0.233164;7.99e-16;*;*;*;
1368;0.871243;6.07e-17;*;*;*;
1369;0.448723;4.15e-15;*;*;*;
1370;0.002834;2.13e-20;ELL1;GRS:4FGL_J1625.1-0020[aab+22];HE[drc+21];
1371;2.355278;4.43e-16;*;*;*;
1372;0.460339;1.68e-14;*;*;*;
1373;0.355856;6.65e-15;*;*;*;
1374;0.308354;*;*;*;*;
1375;0.370141;8.28e-15;*;*;*;
1376;0.293928;1.75e-14;*;*;*;
1377;0.450868;7.66e-16;*;*;*;
1378;0.490857;3.93e-16;*;*;*;
1379;0.002183;5.48e-21;ELL1;GRS:4FGL_J1627.7+3219[aab+22];NRAD[aab+22];
1380;0.140746;1.73e-15;*;*;*;
1381;0.612331;3.64e-15;*;*;*;
1382;0.623678;*;*;*;*;
1383;0.439684;*;*;*;*;
1384;0.352464;7.38e-16;*;*;*;
1385;0.354234;8.00e-18;*;*;*;
1386;0.181178;1.94e-17;*;*;*;
1387;0.003212;1.20e-20;BTX;GRS:4FGL_J1628.1-3204[aab+22],OPT:[lht14;HE;
1388;0.865971;1.24e-15;*;*;*;
1389;4.137539;1.75e-14;*;*;*;
1390;1.525000;*;*;*;*;
1391;2.988193;7.00e-15;*;*;*;
1392;0.526365;4.44e-16;*;*;*;
1393;0.006001;1.00e-20;*;*;*;
1394;0.003229;2.26e-20;ELL1;*;*;
1395;0.003318;1.07e-20;BT;GRS:4FGL_J1630.6+3734[aab+22];HE;
1396;1.912420;1.57e-15;*;*;*;
1397;0.559071;1.42e-14;*;*;*;
1398;0.575971;2.23e-14;*;*;*;
1399;0.310186;4.03e-17;*;*;*;
1400;0.677684;1.10e-15;*;*;*;
1401;0.551241;8.81e-18;*;*;*;
1402;1.103334;*;*;*;*;
1403;0.717637;6.60e-17;*;*;*;
1404;1.046810;1.49e-14;*;*;*;
1405;1.709154;7.60e-14;*;*;*;
1406;0.228569;1.51e-14;*;*;*;
1407;0.813672;6.49e-13;*;SNR:G336.1-0.2(?)[mbc+02];*;
1408;0.935557;1.07e-15;*;*;*;
1409;0.436507;6.20e-15;*;*;*;
1410;0.710830;7.69e-14;*;*;*;
1411;2.514780;*;*;*;*;
1412;0.352145;3.79e-15;*;*;*;
1413;0.002120;*;*;GRS:4FGL_J1634.7+0235[aab+22];NRAD[aab+22];
1414;2.015263;8.01e-15;*;*;*;
1415;0.684936;*;*;*;*;
1416;0.507356;1.57e-15;*;*;*;
1417;0.224201;4.10e-17;*;*;*;
1418;1.208694;8.63e-16;*;*;*;
1419;0.490507;1.19e-16;*;*;*;
1420;1.179387;2.32e-16;*;*;*;
1421;1.594746;3.60e-15;*;*;*;
1422;0.504831;*;*;*;*;
1423;2.594578;*;*;XRS:SGR_1627-41,SNR:G337.0-0.1(?)[wkv+99;AXP,NRAD;
1424;0.671964;8.79e-15;*;*;*;
1425;0.529121;1.37e-15;*;*;*;
1426;0.510454;4.06e-15;*;*;*;
1427;0.555086;*;*;*;*;
1428;0.206649;4.67e-14;*;*;*;
1429;1.204644;2.07e-14;*;*;*;
1430;0.430367;1.51e-15;*;*;*;
1431;0.340106;*;*;*;*;
1432;0.771367;3.62e-15;*;*;*;
1433;0.252870;5.75e-16;*;*;*;
1434;0.118773;3.19e-15;*;*;*;
1435;0.493091;*;*;*;*;
1436;0.154047;5.93e-14;*;*;*;
1437;1.165741;4.44e-15;*;*;*;
1438;0.837365;5.83e-15;*;*;*;
1439;0.767720;1.83e-16;*;*;*;
1440;0.705000;*;*;*;*;
1441;0.698261;7.70e-17;*;*;*;
1442;0.771130;5.90e-16;*;*;*;
1443;0.510929;1.01e-14;*;*;*;
1444;1.121944;2.50e-17;*;*;*;
1445;0.568057;*;*;*;*;
1446;0.117802;1.61e-15;*;*;*;
1447;0.278155;5.15e-14;*;*;*;
1448;0.426669;*;*;*;*;
1449;0.763933;4.79e-15;MSS;*;*;
1450;0.340503;2.65e-15;*;*;*;
1451;1.430695;2.42e-15;*;*;*;
1452;0.587559;1.50e-17;*;*;*;
1453;0.264558;2.89e-15;*;*;*;
1454;0.003163;2.82e-21;DDH;GRS:4FGL_J1640.1+2222[aab+22];HE[aab+22];
1455;0.206443;9.76e-13;*;SNR:G338.3-0.0[wg96],PWN:G338.3-0.0[wg96;NRAD;
1456;0.178352;8.06e-16;*;*;*;
1457;0.517430;4.21e-14;*;*;*;
1458;0.739099;3.34e-16;*;*;*;
1459;0.010378;-7.27e-20;*;GC:M13(NGC6205),XRS:[zzh21];*;
1460;0.003528;-1.49e-22;ELL1;GC:M13(NGC6205),XRS:[zzh21];*;
1461;0.003722;1.23e-21;*;GC:M13(NGC6205),XRS:[zzh21];*;
1462;0.003118;-2.35e-20;ELL1;GC:M13(NGC6205),XRS:[zzh21],OPT:[zzh21];*;
1463;0.002487;1.74e-20;ELL1;GC:M13(NGC6205),XRS:[zzh21];*;
1464;0.003004;1.40e-20;ELL1;GC:M13(NGC6205),XRS:[zzh21],OPT:[zzh21];*;
1465;0.002021;9.77e-25;ELL1;GRS:4FGL_J1641.2+8049[aab+22],OPT:[lsk+1;HE[aab+22];
1466;1.091008;4.11e-17;*;*;*;
1467;0.175106;3.70e-15;*;GRS:4FGL_J1641.2-5317[aab+22];NRAD[aab+22];
1468;1.099047;7.78e-16;*;*;*;
1469;*;*;*;*;*;
1470;0.004622;1.85e-20;T2;*;*;
1471;0.237390;3.18e-14;*;*;*;
1472;1.347899;8.28e-15;*;*;*;
1473;0.717508;3.00e-14;*;*;*;
1474;0.397000;*;*;*;*;
1475;0.173911;*;*;*;*;
1476;0.455078;2.01e-14;*;*;*;
1477;0.250941;*;*;*;*;
1478;0.125962;7.50e-16;*;*;*;
1479;0.410861;8.13e-17;*;*;*;
1480;0.387690;1.78e-15;*;*;*;
1481;1.660080;*;*;*;*;
1482;4.817736;1.00e-14;*;*;*;
1483;0.005853;8.31e-21;*;*;*;
1484;0.840680;1.10e-16;*;*;*;
1485;0.231603;1.13e-13;*;SNR:G341.2+0.9(?)[fgw94];*;
1486;*;*;*;*;HE[zwl+24];
1487;0.530075;2.10e-15;*;*;*;
1488;1.785613;1.70e-15;*;*;*;
1489;1.599798;7.84e-15;*;*;*;
1490;1.599799;7.85e-15;*;*;*;
1491;0.212316;1.29e-16;*;*;RRAT;
1492;10.610656;8.33e-13;*;XRS:CXO_J164710.2-455216;AXP,NRAD;
1493;0.719455;3.53e-15;*;*;*;
1494;0.629632;1.85e-15;*;*;*;
1495;0.164958;2.37e-14;*;GRS:4FGL_J1648.4-4611[aab+22];HE[aab+22];
1496;0.583765;4.29e-16;*;*;*;
1497;1.015257;5.59e-16;*;*;*;
1498;0.003424;1.33e-20;*;GRS:4FGL_J1649.8-3010[aab+22];NRAD[nie+20];
1499;0.587242;*;*;*;*;
1500;0.262026;3.64e-17;*;*;*;
1501;0.770910;3.91e-17;*;*;*;
1502;0.676410;*;*;*;*;
1503;0.870712;4.40e-17;*;*;*;
1504;0.557036;4.96e-14;*;*;*;
1505;0.297692;6.55e-15;*;*;*;
1506;0.613571;1.70e-15;*;*;*;
1507;1.749552;3.20e-15;*;*;*;
1508;0.308918;1.98e-17;*;*;*;
1509;0.309398;1.67e-17;*;*;*;
1510;0.380870;1.61e-14;*;*;*;
1511;0.127123;1.51e-14;*;GRS:4FGL_J1650.3-4600[aab+22];NRAD[aab+22];
1512;0.156400;1.82e-15;*;*;*;
1513;0.059676;*;*;*;*;
1514;0.828000;*;*;*;*;
1515;0.973394;3.04e-15;*;*;*;
1516;0.844081;4.75e-15;*;*;*;
1517;0.517443;8.19e-15;*;*;*;
1518;0.635058;1.81e-15;*;*;*;
1519;0.890537;2.12e-15;*;*;*;
1520;1.755311;1.36e-15;*;*;*;
1521;0.915803;6.54e-16;*;*;*;
1522;0.305447;1.76e-17;*;*;*;
1523;1.703739;3.16e-15;*;*;*;
1524;0.496587;*;*;*;*;
1525;7.707183;9.50e-15;*;*;RRAT;
1526;0.003785;*;*;*;*;
1527;0.599681;*;*;*;*;
1528;0.001968;2.40e-21;ELL1;GRS:4FGL_J1653.6-0158[aab+22];NRAD[aab+22];
1529;0.004129;1.12e-20;ELL1;*;*;
1530;0.305037;2.79e-15;*;*;*;
1531;1.019372;4.36e-16;*;*;*;
1532;0.498978;5.41e-17;*;*;*;
1533;0.612558;4.81e-15;*;*;*;
1534;0.419280;1.50e-17;*;*;*;
1535;0.950977;*;*;*;*;
1536;3.059510;3.45e-15;*;*;*;
1537;0.545360;*;*;*;RRAT;
1538;1.623730;*;*;*;*;
1539;0.791822;1.68e-16;*;*;*;
1540;0.939165;7.35e-16;*;*;*;
1541;1.273945;1.30e-16;*;*;*;
1542;1.101555;5.12e-14;*;*;*;
1543;0.542936;3.66e-17;*;*;*;
1544;1.193439;2.00e-15;*;*;*;
1545;0.276691;*;*;*;*;
1546;2.927288;*;*;*;*;
1547;1.497850;*;*;*;*;
1548;0.776155;8.44e-16;*;*;*;
1549;0.730134;1.28e-15;*;*;*;
1550;1.570276;1.73e-15;*;*;*;
1551;0.004730;*;*;GC:M10(NGC6254)[pqm+21];*;
1552;0.007350;*;*;GC:M10(NGC6254)[pqm+21];*;
1553;0.609607;8.20e-15;*;*;*;
1554;0.892310;*;*;*;*;
1555;0.033028;1.16e-19;ELL1;*;*;
1556;3.359700;*;*;*;RRAT[mss+20];
1557;1.166449;4.28e-14;*;*;*;
1558;0.369365;*;*;*;*;
1559;0.416874;3.86e-15;*;*;*;
1560;0.002439;1.12e-20;*;GRS:4FGL_J1658.6-5323[aab+22],XRS:[pb15];HE;
1561;0.640958;6.18e-16;*;*;*;
1562;0.474381;1.71e-16;*;*;*;
1563;0.353293;2.50e-17;*;*;*;
1564;0.544573;*;*;*;*;
1565;0.817312;7.52e-16;*;*;*;
1566;1.358307;4.71e-15;*;*;*;
1567;1.494091;4.32e-15;*;*;*;
1568;0.560504;5.03e-18;*;*;*;
1569;0.283792;9.91e-17;*;*;*;
1570;0.755535;4.00e-17;*;*;*;
1571;0.578363;1.08e-15;*;*;*;
1572;0.005242;-1.30e-19;BT;GC:M62(NGC6266);*;
1573;0.003594;-3.48e-19;BT;GC:M62(NGC6266);*;
1574;0.007613;-6.41e-20;BT;GC:M62(NGC6266);*;
1575;0.003418;1.26e-19;BT;GC:M62(NGC6266);*;
1576;0.003234;3.10e-19;BT;GC:M62(NGC6266);*;
1577;0.002295;2.22e-19;BT;GC:M62(NGC6266);*;
1578;0.004608;*;ELL1;GC:M62(NGC6266)[rgf+21];*;
1579;0.291341;5.60e-17;*;*;*;
1580;2.454618;1.11e-14;*;*;*;
1581;0.322909;5.19e-16;*;*;*;
1582;0.804304;1.10e-16;*;*;*;
1583;0.390328;3.78e-16;*;*;*;
1584;0.182136;5.23e-14;*;GRS:4FGL_J1702.9-4131[aab+22];HE[kbm+03],HE[aab+22];
1585;0.345805;*;*;*;*;
1586;0.227565;1.14e-17;*;*;*;
1587;0.215508;9.78e-15;*;*;*;
1588;0.240524;2.24e-13;*;*;*;
1589;2.123506;3.30e-15;*;*;*;
1590;1.270240;*;*;*;*;
1591;0.804341;1.73e-15;*;*;*;
1592;1.211785;6.60e-16;*;*;*;
1593;6.443000;*;*;*;RRAT;
1594;1.747293;1.43e-14;*;*;*;
1595;1.396405;5.07e-15;*;*;*;
1596;2.270547;*;*;*;*;
1597;0.305234;1.13e-14;*;*;*;
1598;0.230708;5.20e-17;*;*;*;
1599;0.306323;9.10e-16;*;*;*;
1600;0.237480;*;*;*;RRAT;
1601;0.002480;*;*;*;*;
1602;0.298987;4.14e-15;*;GRS:4FGL_J1705.6-1909[aab+22];HE;
1603;0.255427;1.08e-15;*;*;*;
1604;0.854482;1.93e-14;*;*;*;
1605;0.318941;6.06e-14;*;*;*;
1606;0.861067;3.47e-14;*;*;*;
