
ATNF Pulsar Catalogue
Catalogue Version: 2.4.0
#;P0;P1;BINARY;ASSOC;PSR;
;(s);;(type);;TYPE;
2729;0.458340;*;*;*;*;
2730;1.044313;2.55e-14;*;*;*;
2731;0.508561;1.59e-15;*;*;*;
2732;0.005110;*;*;*;*;
2733;*;*;*;*;RRAT[pab+18];
2734;*;*;*;*;RRAT[zhx+23];
2735;0.933972;3.93e-15;*;*;*;
2736;1.393729;5.05e-17;*;*;*;
2737;0.032090;*;*;*;*;
2738;0.374262;5.71e-15;*;*;*;
2739;0.004909;5.90e-21;ELL1;*;*;
2740;0.072380;*;*;*;*;
2741;0.312314;3.23e-15;*;*;*;
2742;0.389869;5.13e-15;*;*;*;
2743;0.970440;*;*;*;*;
2744;1.709000;*;*;*;RRAT[zhx+23];
2745;*;*;*;*;RRAT[zhx+23];
2746;0.602227;*;*;*;*;
2747;4.341134;9.05e-15;*;*;*;
2748;0.385194;1.42e-16;*;*;*;
2749;1.832332;3.05e-14;*;*;*;
2750;1.384000;*;*;*;RRAT[zhx+23];
2751;1.423889;2.26e-16;*;*;*;
2752;0.612209;2.05e-16;*;*;*;
2753;1.279193;1.86e-15;*;*;*;
2754;0.777662;*;*;*;*;
2755;0.214810;*;*;*;*;
2756;0.318817;3.24e-15;*;*;*;
2757;0.288219;2.36e-15;*;*;*;
2758;0.885240;2.30e-14;*;*;*;
2759;1.299693;4.56e-16;*;*;*;
2760;0.007797;4.57e-20;ELL1;*;*;
2761;0.819820;*;*;*;*;
2762;0.636584;5.23e-16;*;*;*;
2763;0.655450;7.46e-15;*;*;*;
2764;0.554756;1.27e-14;*;*;*;
2765;2.663080;1.32e-13;*;*;*;
2766;0.690576;8.67e-15;*;*;*;
2767;0.877044;1.57e-14;*;*;*;
2768;0.614757;3.11e-14;*;*;*;
2769;4.600369;2.53e-14;*;*;*;
2770;0.832002;1.80e-17;*;*;*;
2771;0.075730;*;*;*;*;
2772;1.037710;*;*;*;*;
2773;0.643999;2.29e-15;*;*;*;
2774;0.740952;*;*;*;*;
2775;1.830857;1.31e-16;*;*;*;
2776;0.002793;3.58e-20;*;GRS:4FGL_J1901.4-0126[aab+22];HE[aab+22],HE[frm+18];
2777;0.355725;2.29e-15;*;*;*;
2778;0.801693;2.57e-15;*;*;*;
2779;1.781928;1.64e-15;*;*;*;
2780;1.956858;8.23e-16;*;*;*;
2781;0.415394;9.48e-17;*;*;*;
2782;1.223777;2.41e-15;*;*;*;
2783;0.746577;1.29e-14;*;*;*;
2784;*;*;*;*;RRAT[zhx+23];
2785;0.673505;7.71e-15;*;*;*;
2786;0.487813;2.10e-16;*;*;*;
2787;0.190230;*;*;*;*;
2788;0.409140;2.59e-15;*;*;*;
2789;1.524672;2.00e-15;*;*;*;
2790;0.786814;7.54e-15;*;*;*;
2791;0.001742;9.20e-21;ELL1;GRS:4FGL_J1902.0-5105[aab+22];HE;
2792;0.729307;4.03e-15;*;*;*;
2793;1.854000;*;*;*;RRAT[zhx+23];
2794;0.002150;1.88e-20;DD;OPT:[fbw+11];*;
2795;1.151399;2.27e-16;*;*;*;
2796;14.049900;*;*;*;*;
2797;0.357650;*;*;*;*;
2798;0.374117;1.92e-14;*;*;*;
2799;0.791232;1.06e-14;*;*;*;
2800;0.004620;*;*;*;*;
2801;0.153150;9.20e-17;*;*;*;
2802;1.231882;2.72e-14;*;*;*;
2803;0.166314;1.48e-14;*;*;*;
2804;0.357155;3.69e-14;*;*;*;
2805;0.651185;4.45e-16;*;*;*;
2806;0.301459;6.79e-16;*;*;*;
2807;0.431889;3.38e-15;*;*;*;
2808;0.887325;1.33e-15;*;*;*;
2809;0.003598;1.04e-20;ELL1;GRS:4FGL_J1903.4-7053[aab+22];HE[ckr+15];
2810;0.139525;1.18e-16;*;*;*;
2811;0.438089;4.00e-18;*;*;*;
2812;0.005040;*;*;*;*;
2813;0.751540;*;*;*;*;
2814;0.071095;1.10e-19;BT;*;*;
2815;0.231450;*;*;*;*;
2816;0.006092;5.72e-21;*;*;*;
2817;1.680530;*;*;*;*;
2818;0.603760;*;*;*;*;
2819;0.004910;*;*;*;*;
2820;1.974930;*;*;*;*;
2821;1.232000;*;*;*;RRAT[zhx+23];
2822;0.208958;4.11e-16;*;*;*;
2823;0.263345;1.73e-14;*;*;*;
2824;1.507730;*;*;*;*;
2825;0.004440;*;*;*;*;
2826;0.006197;1.01e-20;*;*;*;
2827;1.856570;2.76e-16;*;*;*;
2828;0.417000;*;*;*;*;
2829;0.379387;8.90e-16;*;*;*;
2830;0.002620;*;*;GRS:4FGL_J1904.4-1129[aab+22];HE[trr+21],HE[aab+22];
2831;0.750808;7.42e-16;*;*;*;
2832;1.541412;3.19e-15;*;*;*;
2833;0.003193;*;ELL1;GC:NGC6749;*;
2834;1.085000;*;*;*;RRAT[zhx+23];
2835;0.003784;4.91e-21;*;*;*;
2836;*;*;*;*;RRAT[pab+18];
2837;0.783300;*;*;*;*;
2838;0.846000;*;*;*;RRAT[zhx+23];
2839;0.441210;1.11e-15;*;*;*;
2840;0.989706;1.35e-13;*;*;*;
2841;2.511763;3.87e-16;*;*;*;
2842;0.648040;4.94e-15;*;*;*;
2843;1.192649;4.59e-17;*;*;*;
2844;0.218254;3.50e-15;*;*;*;
2845;0.170470;*;*;*;*;
2846;1.634497;1.50e-15;*;*;*;
2847;1.726810;2.07e-14;*;*;*;
2848;0.643183;3.06e-15;*;*;*;
2849;0.002790;3.32e-21;ELL1;*;*;
2850;1.296000;*;*;*;RRAT[zhx+23];
2851;1.043362;1.15e-14;*;*;*;
2852;0.002083;2.98e-21;ELL1;*;*;
2853;0.397590;5.22e-15;*;*;*;
2854;0.267275;2.14e-15;*;*;*;
2855;0.355520;*;*;*;*;
2856;1.286564;1.52e-16;*;*;*;
2857;0.111524;3.59e-14;*;GRS:4FGL_J1906.4+0723[aab+22];NRAD[aab+22];
2858;1.536490;3.00e-15;*;*;*;
2859;0.144073;2.03e-14;DD;*;*;
2860;0.057189;1.16e-19;*;*;*;
2861;0.433440;*;*;*;*;
2862;0.775345;1.32e-16;*;*;*;
2863;1.019093;2.05e-16;*;*;*;
2864;0.002876;*;ELL1;*;*;
2865;0.351879;1.14e-15;*;*;*;
2866;0.618761;2.23e-16;*;*;*;
2867;0.240153;8.22e-15;*;*;*;
2868;1.138403;3.15e-15;*;*;*;
2869;3.159000;*;*;*;RRAT[zhx+23];
2870;0.106633;8.68e-14;*;GRS:4FGL_J1907.9+0602[aab+22],SNR:G40.5-;HE;
2871;0.323648;4.52e-13;*;SNR:G40.5-0.5[lsb+17];*;
2872;0.218340;*;*;*;*;
2873;0.344100;*;*;*;*;
2874;0.363676;1.84e-14;*;*;*;
2875;0.574698;6.71e-16;*;*;*;
2876;0.167628;3.70e-15;*;*;*;
2877;1.527042;5.54e-15;*;*;*;
2878;0.226107;9.43e-14;*;*;*;
2879;5.198346;9.20e-11;*;SNR:G42.8+0.6(?),XRS:SGR_1900+14;AXP,NRAD;
2880;1.420160;1.60e-13;*;*;*;
2881;0.827097;1.95e-15;*;*;*;
2882;1.235757;5.41e-16;*;*;*;
2883;0.424000;*;*;*;*;
2884;0.632235;3.08e-15;*;*;*;
2885;0.004702;5.27e-20;ELL1;*;*;
2886;0.846793;9.80e-16;*;*;*;
2887;0.291021;2.59e-15;*;*;*;
2888;0.168678;2.28e-15;*;*;*;
2889;0.212353;8.25e-16;*;*;*;
2890;0.181640;*;*;*;*;
2891;0.512111;1.99e-15;*;*;*;
2892;0.185397;2.39e-15;*;*;*;
2893;0.336555;3.49e-14;*;*;*;
2894;5.166000;*;*;*;RRAT[zhx+23];
2895;0.830270;9.80e-17;*;*;*;
2896;0.009050;*;*;*;*;
2897;0.010690;*;*;*;*;
2898;3.174832;3.70e-15;*;*;*;
2899;0.002564;1.38e-20;ELL1;GRS:4FGL_J1908.9+2103[aab+22];HE[drc+21];
2900;0.377578;1.70e-17;*;*;*;
2901;1.016948;5.52e-15;*;*;*;
2902;0.989831;5.53e-15;*;*;*;
2903;0.755993;2.06e-14;*;*;*;
2904;0.741762;3.22e-15;*;*;RRAT;
2905;1.245890;*;*;*;*;
2906;0.237161;1.52e-13;*;*;*;
2907;1.494880;*;*;*;*;
2908;0.222949;3.58e-14;*;*;*;
2909;2.020780;*;*;*;*;
2910;0.283642;2.64e-15;*;*;*;
2911;0.006800;*;*;*;*;
2912;0.448945;7.25e-17;*;*;*;
2913;1.229312;3.40e-15;*;*;*;
2914;0.996108;2.19e-16;*;*;*;
2915;0.542451;9.70e-17;*;*;*;
2916;0.002947;1.40e-20;T2;*;*;
2917;0.337855;2.62e-16;*;*;*;
2918;2.330263;4.47e-15;*;*;*;
2919;0.664679;1.72e-14;*;*;*;
2920;0.308048;7.30e-16;*;*;*;
2921;0.452867;1.92e-15;*;*;*;
2922;0.538647;2.05e-16;*;*;*;
2923;2.712423;6.12e-15;*;*;*;
2924;0.325415;8.31e-15;*;*;*;
2925;0.411159;5.42e-15;*;*;*;
2926;0.531493;2.57e-13;*;*;*;
2927;0.003870;*;*;*;*;
2928;1.321520;*;*;*;*;
2929;1.441742;8.23e-15;*;*;*;
2930;0.004984;9.68e-21;T2;*;*;
2931;0.341900;*;*;*;*;
2932;1.360603;1.78e-16;*;*;*;
2933;0.504606;2.19e-15;*;*;*;
2934;0.557609;5.96e-16;*;*;*;
2935;0.002332;3.70e-20;BTX;*;*;
2936;0.003266;-2.92e-21;ELL1H;GC:NGC6752,XRS:[fhc+14];*;
2937;0.008358;-7.90e-19;*;GC:NGC6752,XRS:[bgh+06],XRS:[fhc+14];*;
2938;0.005277;2.16e-21;*;GC:NGC6752,XRS:[bgh+06],XRS:[fhc+14];*;
2939;0.009035;9.64e-19;*;GC:NGC6752,XRS:[bgh+06],XRS:[fhc+14];*;
2940;0.004572;-4.34e-19;*;GC:NGC6752,XRS:[fhc+14];*;
2941;0.008485;7.41e-19;*;GC:NGC6752;*;
2942;6.940000;*;*;*;RRAT;
2943;0.003619;-6.58e-21;ELL1;GC:NGC6760,OPT:[bvvh03];*;
2944;0.005384;-2.00e-21;*;GC:NGC6760;*;
2945;1.333000;*;*;*;RRAT[zhx+23];
2946;0.796910;*;*;*;*;
2947;0.273707;1.75e-17;*;*;*;
2948;0.323858;3.55e-15;*;*;*;
2949;0.365470;*;*;*;*;
2950;1.337000;*;*;*;RRAT[zhx+23];
2951;0.190873;1.22e-14;*;*;*;
2952;0.027240;*;*;*;*;
2953;1.010462;1.89e-15;*;*;*;
2954;0.299992;1.59e-16;*;*;*;
2955;0.004626;1.69e-20;*;*;*;
2956;0.460406;1.31e-17;*;*;*;
2957;0.003626;1.39e-20;ELL1;XRS:[pb15];*;
2958;0.897470;*;*;*;*;
2959;3.053000;*;*;*;RRAT[zhx+23];
2960;0.409349;1.58e-14;*;*;*;
2961;0.670710;*;*;*;*;
2962;0.003170;*;*;*;*;
2963;2.232969;1.02e-14;*;*;*;
2964;0.621976;2.25e-16;*;*;*;
2965;0.025068;2.86e-20;ELL1;*;*;
2966;1.616130;2.79e-13;*;*;*;
2967;0.661997;1.80e-15;*;*;*;
2968;0.005027;9.61e-21;DD;*;*;
2969;1.257181;2.83e-15;*;*;*;
2970;0.134409;4.57e-15;*;*;*;
2971;0.163251;1.76e-14;*;GRS:4FGL_J1913.3+0905[aab+22];HE;
2972;1.241965;4.32e-16;*;*;*;
2973;0.837148;1.67e-14;*;*;*;
2974;0.035910;3.38e-15;*;GRS:4FGL_J1913.3+1019[aab+22];HE[sbc+19];
2975;0.434210;*;*;*;*;
2976;0.190067;1.95e-16;*;*;*;
2977;0.450620;*;*;*;*;
2978;0.027285;1.61e-19;DD;*;*;
2979;0.923872;3.40e-16;*;*;*;
2980;0.306069;5.02e-15;*;*;*;
2981;0.923391;8.68e-15;*;*;RRAT;
2982;0.521473;8.04e-16;*;*;*;
2983;0.851079;1.38e-15;*;*;*;
2984;0.825936;4.07e-15;*;*;*;
2985;0.457527;1.02e-15;*;*;*;
2986;0.878889;4.53e-16;*;*;*;
2987;0.693811;3.32e-17;*;*;*;
2988;0.018512;3.10e-20;*;*;*;
2989;0.455499;3.02e-17;*;*;*;
2990;0.440040;5.86e-16;*;*;*;
2991;2.484990;*;*;*;*;
2992;0.138870;*;*;*;*;
2993;0.600997;6.56e-16;*;*;*;
2994;2.277550;*;*;*;*;
2995;1.159520;2.18e-15;*;*;*;
2996;0.459114;5.90e-18;*;*;*;
2997;0.317306;2.99e-16;*;*;*;
2998;0.644140;1.84e-15;*;*;*;
2999;1.542704;3.31e-15;*;*;*;
3000;2.058314;1.39e-16;*;*;*;
3001;2.710090;*;*;*;*;
3002;0.342777;1.57e-15;*;*;*;
3003;0.404552;1.53e-14;*;*;*;
3004;1.546000;*;*;*;RRAT[zhx+23];
3005;0.173647;1.53e-17;*;*;*;
3006;0.100041;1.37e-14;*;*;*;
3007;0.297494;4.89e-17;*;*;*;
3008;0.059030;8.62e-18;DDH;*;*;
3009;1.616231;4.05e-16;*;*;*;
3010;2.177000;*;*;*;RRAT;
3011;0.011220;*;*;*;*;
3012;0.541752;1.07e-14;*;*;*;
3013;0.867880;1.98e-16;*;*;*;
3014;0.439995;2.90e-15;*;*;*;
3015;2.182746;1.31e-14;*;*;*;
3016;7.368000;*;*;*;RRAT[zhx+23];
3017;0.270254;2.52e-15;*;*;*;
3018;1.618339;6.81e-16;*;*;*;
3019;0.628970;3.40e-17;*;*;*;
3020;0.349380;*;*;*;*;
3021;*;*;*;*;RRAT[zhx+23];
3022;1.188000;*;*;*;RRAT[zhx+23];
3023;0.227387;2.35e-14;*;*;*;
3024;0.281845;3.66e-15;*;*;*;
3025;1.137450;3.47e-15;*;*;*;
3026;0.514000;*;*;*;*;
3027;1.248617;1.24e-15;*;*;*;
3028;0.813453;4.48e-17;*;*;*;
3029;2.129665;1.75e-14;*;*;*;
3030;2.933000;*;*;*;RRAT[zhx+23];
3031;0.087730;*;*;*;*;
3032;0.510310;*;*;*;*;
3033;0.005630;*;*;*;*;
3034;0.194631;7.20e-15;*;*;*;
3035;0.446460;*;*;*;*;
3036;0.419600;*;*;*;*;
3037;0.334725;3.24e-16;*;*;*;
3038;0.425897;2.86e-15;*;*;*;
3039;*;*;*;*;RRAT[zhx+23];
3040;0.856749;2.26e-15;*;*;*;
3041;0.232990;*;*;*;*;
3042;1.181023;2.12e-13;*;*;HE[zkgl09];
3043;*;*;*;*;RRAT[zhx+23];
3044;0.109950;*;*;*;*;
3045;0.004280;*;*;*;*;
3046;0.370883;2.54e-15;*;*;*;
3047;0.003760;*;*;*;*;
3048;0.723000;*;*;*;*;
3049;0.007646;2.57e-20;DDH;*;*;
3050;0.798693;8.65e-16;*;*;*;
3051;1.272260;7.67e-15;*;*;*;
3052;1.603984;5.89e-16;*;*;*;
3053;0.766000;*;*;*;RRAT[zhx+23];
3054;0.571400;3.79e-15;*;*;*;
3055;1.371460;*;*;*;*;
3056;0.562790;2.16e-16;*;*;*;
3057;2.081343;1.71e-15;*;*;RRAT;
3058;0.004630;*;*;GRS:4FGL_J1919.1+2354[aab+22];NRAD[aab+22];
3059;0.651512;5.46e-16;*;*;*;
3060;2.215802;6.48e-15;*;*;*;
3061;0.509886;1.56e-16;*;*;*;
3062;1.602760;*;*;*;*;
3063;0.785522;3.44e-17;*;*;*;
3064;1.037824;3.93e-16;*;*;*;
3065;0.002496;1.94e-20;ELL1;GRS:4FGL_J1921.4+0136[aab+22];HE;
3066;0.210648;5.36e-15;*;*;*;
3067;0.957000;*;*;*;RRAT[zhx+23];
3068;0.562302;9.58e-15;*;*;*;
3069;3.345000;*;*;*;RRAT[zhx+23];
3070;1.598000;*;*;*;RRAT[zhx+23];
3071;0.573160;*;*;*;*;
3072;4.602940;*;*;*;*;
3073;0.618183;5.60e-15;*;*;*;
3074;0.611900;*;*;*;*;
3075;0.143576;9.80e-16;*;*;*;
3076;*;*;*;*;RRAT[zhx+23];
3077;0.936448;2.23e-14;*;*;*;
3078;0.493000;*;*;*;RRAT[zhx+23];
3079;0.002646;3.82e-20;ELL1;GRS:4FGL_J1921.1+1930[aab+22];HE;
3080;0.821035;8.96e-16;*;*;*;
3081;0.760681;5.00e-17;*;*;*;
3082;1.337302;1.35e-15;*;*;*;
3083;1.444000;*;*;*;*;
3084;2.227590;*;*;*;*;
3085;0.794254;6.02e-16;*;*;*;
3086;0.562074;2.57e-17;*;*;*;
3087;0.236171;1.34e-14;*;*;*;
3088;1.172763;6.49e-16;*;*;*;
3089;1.077924;8.18e-15;*;*;*;
3090;0.529623;*;*;*;*;
3091;0.371210;*;*;*;*;
3092;1.048760;*;*;*;*;
3093;0.547209;4.30e-17;*;*;*;
3094;0.037990;*;*;*;*;
3095;0.003788;9.56e-21;*;*;*;
3096;0.595193;2.53e-15;*;*;*;
3097;1.149269;6.80e-17;*;*;*;
3098;0.005720;*;*;*;*;
3099;1.090000;*;*;*;RRAT[zhx+23];
3100;0.239950;*;*;*;*;
3101;0.498630;*;*;*;*;
3102;0.375082;3.21e-16;*;*;*;
3103;2.935186;3.64e-13;*;*;*;
3104;0.158043;2.56e-15;*;*;*;
3105;0.758433;1.13e-16;*;*;*;
3106;*;*;*;*;RRAT[zhx+23];
3107;1.277942;1.99e-16;*;*;*;
3108;0.689240;*;*;*;*;
3109;0.388860;*;*;*;*;
3110;0.001950;*;*;*;*;
3111;0.684800;*;*;*;*;
3112;0.237790;2.09e-15;*;*;*;
3113;1.655100;*;*;*;*;
3114;0.004110;*;*;*;*;
3115;0.049710;*;*;*;*;
3116;0.075659;1.05e-14;*;GRS:4FGL_J1925.2+1729[sbc+19];HE[lbh+15],HE[sbc+19];
3117;1.916353;*;*;*;*;
3118;3.885800;*;*;*;RRAT;
3119;1.074080;2.46e-15;*;*;*;
3120;0.318062;3.75e-16;*;*;*;
3121;1.324922;2.19e-16;*;*;*;
3122;0.304510;*;*;*;*;
3123;0.308306;3.35e-17;*;*;*;
3124;0.678367;3.27e-17;*;*;*;
3125;0.579823;1.80e-14;*;*;*;
3126;0.278730;*;*;*;*;
3127;1.346012;1.43e-15;*;*;*;
3128;0.299072;3.50e-15;*;*;*;
3129;1.608816;3.91e-16;*;*;*;
3130;4.864284;3.64e-14;*;*;*;
3131;0.290305;6.35e-17;*;*;*;
3132;0.202880;*;*;*;*;
3133;0.312000;*;*;*;RRAT[zhx+23];
3134;0.482766;1.16e-16;*;*;*;
3135;0.298313;2.24e-15;*;*;*;
3136;*;*;*;*;RRAT[zhx+23];
3137;1.431066;7.71e-16;*;*;*;
3138;0.003022;1.68e-20;ELL1;*;*;
3139;1.010739;2.10e-16;*;*;*;
3140;0.403000;*;*;*;RRAT;
3141;0.289838;*;*;*;*;
3142;0.068730;1.32e-14;*;GRS:[sbc+19];HE[sbc+19];
3143;0.294460;*;*;*;*;
3144;0.010540;*;*;*;*;
3145;2.260910;*;*;*;*;
3146;0.792807;7.43e-17;*;*;*;
3147;0.005800;*;*;*;*;
3148;0.974350;*;*;*;*;
3149;0.817330;6.35e-15;*;*;*;
3150;1.063000;*;*;*;*;
3151;2.365714;2.80e-15;*;*;*;
3152;0.028041;1.06e-19;*;*;*;
3153;1.166900;*;*;*;*;
3154;0.006418;8.56e-21;ELL1;*;*;
3155;0.866927;3.66e-15;*;*;*;
3156;0.529681;*;*;*;*;
3157;0.044600;*;*;*;*;
3158;3.995400;*;*;*;*;
3159;1.220470;2.36e-15;*;*;*;
3160;0.339216;*;*;*;*;
3161;0.563730;*;*;*;*;
3162;0.257832;2.56e-15;*;*;*;
3163;0.723599;2.14e-15;*;*;*;
3164;0.814215;6.10e-16;*;*;*;
3165;1.456000;*;*;*;*;
3166;0.806000;*;*;*;*;
3167;0.806017;7.01e-16;*;*;*;
3168;0.760032;3.66e-15;*;*;*;
3169;0.323562;2.72e-17;*;*;*;
3170;0.003210;*;*;*;*;
3171;0.425720;1.94e-18;*;*;*;
3172;1.609706;8.81e-16;*;*;*;
3173;0.136855;7.51e-13;*;SNR:G54.1+0.3,XRS:;HE;
3174;0.005767;8.65e-21;ELL1;*;*;
3175;1.456115;1.65e-15;*;*;*;
3176;0.185520;1.80e-17;BT;*;*;
3177;1.779226;6.33e-15;*;*;*;
3178;0.314355;5.01e-15;*;*;*;
3179;0.234131;1.07e-13;*;*;*;
3180;0.501123;1.01e-16;*;*;*;
3181;0.582126;*;*;*;*;
3182;*;*;*;*;RRAT[gac+21];
3183;0.593661;2.93e-17;*;*;*;
3184;0.226519;1.16e-15;*;*;HE[yhh94];
3185;1.864332;4.59e-16;BT;*;*;
3186;0.041831;4.32e-19;DD;*;*;
3187;0.208218;9.32e-14;*;GRS:4FGL_J1932.3+1916[aab+22];NRAD[aab+22];
3188;0.268217;4.22e-15;*;*;*;
3189;*;*;*;*;RRAT[zhx+23];
3190;0.144470;5.76e-14;*;GRS:4FGL_J1932.2+2221[aab+22];HE[sbc+19];
3191;0.571421;2.86e-16;*;*;*;
3192;0.437454;2.18e-16;*;*;*;
3193;0.928324;3.18e-16;*;*;*;
3194;0.021507;4.90e-20;ELL1;*;*;
3195;0.371730;*;*;*;*;
3196;0.040750;*;*;*;*;
3197;*;*;*;*;RRAT[zhx+23];
3198;0.813690;8.11e-15;*;*;*;
3199;2.052574;1.26e-15;*;*;*;
3200;0.003543;3.87e-21;T2;*;*;
3201;0.230984;2.68e-18;*;*;*;
3202;*;*;*;*;RRAT[zhx+23];
3203;0.178432;1.31e-13;*;*;*;
3204;0.568442;8.40e-17;*;*;*;
3205;1.939758;9.48e-16;*;*;*;
3206;0.358738;6.00e-15;*;*;*;
3207;0.004200;*;ELL1;*;*;
3208;0.654408;3.78e-16;*;*;*;
3209;0.843548;2.32e-15;*;*;*;
3210;5.529000;*;*;*;RRAT[zhx+23];
3211;0.897000;*;*;*;RRAT[zhx+23];
3212;0.080118;6.08e-14;*;*;*;
3213;3.244980;*;*;XRS:SGR_1935+2154,SNR:G57.2+0.8(?)[gae14;AXP,NRAD;
3214;0.967338;4.04e-15;*;*;*;
3215;0.058345;*;*;*;*;
3216;0.009720;*;*;*;*;
3217;0.032920;*;*;*;*;
3218;1.390727;5.29e-15;*;*;*;
3219;0.642960;*;*;*;*;
3220;0.031582;*;*;*;*;
3221;2.872774;5.61e-15;*;*;*;
3222;0.003958;1.32e-20;ELL1;*;*;
3223;0.200980;6.43e-16;*;*;*;
3224;1.657429;3.48e-15;*;*;*;
3225;1.749000;*;*;*;*;
3226;0.240100;*;*;*;*;
3227;1.121562;5.68e-15;*;*;*;
3228;2.902500;*;*;*;*;
3229;7.106000;*;*;*;RRAT[zhx+23];
3230;0.687082;3.40e-15;*;*;*;
3231;0.002634;7.50e-22;ELL1;*;*;
3232;0.166116;4.24e-14;*;*;*;
3233;0.883332;3.23e-15;*;*;*;
3234;0.022259;1.95e-20;ELL1;*;*;
3235;0.173867;2.97e-18;*;*;*;
3236;2.310000;*;*;*;*;
3237;0.001558;1.05e-19;*;*;HE[tst+01];
3238;2.145340;*;*;*;*;
3239;0.645302;1.83e-14;*;*;*;
3240;0.466963;5.20e-18;*;*;*;
3241;1.232240;*;*;*;*;
3242;1.279000;*;*;*;*;
3243;11.906000;*;*;*;RRAT[zhx+23];
3244;5.682000;*;*;*;RRAT[zhx+23];
3245;0.258912;1.27e-14;*;*;*;
3246;0.546824;7.68e-14;*;*;*;
3247;0.004814;*;*;*;*;
3248;0.978468;1.88e-15;*;*;*;
3249;0.098200;*;*;*;*;
3250;1.855276;*;*;*;*;
3251;0.217317;1.91e-16;*;*;*;
3252;0.905394;9.96e-16;*;*;*;
3253;0.559084;1.24e-15;*;*;*;
3254;2.306153;1.61e-13;*;*;*;
3255;0.840906;1.15e-15;*;*;*;
3256;0.402858;9.56e-16;*;*;*;
3257;1.405040;*;*;*;*;
3258;0.696262;1.01e-16;*;*;*;
3259;1.353291;7.14e-17;*;*;*;
3260;0.203558;3.69e-17;*;*;*;
3261;0.275133;1.23e-17;*;*;*;
3262;0.446226;4.66e-16;*;*;*;
3263;0.005084;8.79e-21;ELL1;*;*;
3264;1.270847;4.09e-16;*;*;*;
3265;0.972429;1.66e-15;*;*;*;
3266;0.005185;1.73e-20;*;*;*;
3267;1.996899;7.30e-16;*;*;*;
3268;0.003618;7.46e-21;*;*;*;
3269;0.409135;*;*;*;RRAT;
3270;0.841158;9.86e-16;*;*;*;
3271;1.073900;*;*;*;*;
3272;4.756796;3.78e-15;*;*;*;
3273;1.068708;2.42e-16;*;*;*;
3274;1.045632;5.35e-16;*;*;*;
3275;2.282440;*;*;*;*;
3276;0.440618;2.41e-17;*;*;*;
3277;0.016960;9.20e-19;DD;*;*;
3278;1.334450;8.89e-16;*;*;*;
3279;4.729000;*;*;*;RRAT;
3280;0.515167;5.64e-15;*;*;*;
3281;0.435060;2.20e-14;*;*;*;
3282;0.003170;3.16e-21;DD;GRS:[sbc+19];HE[sbc+19];
3283;0.091200;*;*;*;*;
3284;0.491865;1.99e-15;*;*;*;
3285;0.959448;1.49e-15;*;*;*;
3286;0.002710;*;BT;GRS:4FGL_J1946.5-5402[aab+22];HE[ckr+15];
3287;1.480744;4.78e-16;*;*;*;
3288;1.110944;*;*;*;*;
3289;0.157509;5.23e-16;*;*;*;
3290;0.008170;*;*;*;*;
3291;0.002603;*;*;*;*;
3292;1.798069;*;*;*;*;
3293;0.180940;*;*;*;*;
3294;1.325000;*;*;*;*;
3295;0.394354;2.27e-16;*;*;*;
3296;1.471000;*;*;*;RRAT[zhx+23];
3297;0.528352;1.36e-14;*;*;*;
3298;1.903000;*;*;*;RRAT[zhx+23];
3299;0.196627;9.02e-15;*;*;*;
3300;0.932693;6.13e-14;*;*;*;
3301;0.717311;7.06e-15;*;*;*;
3302;0.332000;*;*;*;*;
3303;0.331631;2.86e-17;*;*;*;
3304;1.319373;1.23e-16;*;*;*;
3305;0.410340;*;*;*;*;
3306;0.013138;9.39e-20;DDGR;*;*;
3307;0.388539;2.02e-16;*;*;*;
3308;0.957617;3.27e-15;*;*;*;
3309;0.455934;*;*;*;*;
3310;0.319760;*;*;*;*;
3311;0.004305;1.88e-20;DDGR;GRS:4FGL_J1950.6+2416[aab+22];HE[kls+15],HE[aab+22];
3312;2.038640;*;*;*;*;
3313;2.788918;1.49e-13;*;*;*;
3314;5.094083;3.03e-15;*;*;*;
3315;0.181928;3.01e-14;*;*;*;
3316;0.275026;1.28e-16;*;*;*;
3317;1.077647;1.06e-15;*;*;*;
3318;0.020732;4.27e-18;ELL1H+;*;*;
3319;0.004140;*;*;*;*;
3320;0.018020;*;*;*;*;
3321;1.665665;1.08e-14;*;*;*;
3322;0.039531;5.84e-15;*;GRS:4FGL_J1952.9+3252[aab+22],SNR:CTB80[;HE[sof95],HE[aaa+10m];
3323;0.851890;2.86e-15;*;*;*;
3324;0.004444;2.19e-20;ELL1;GC:M71(NGC6838)[plj+23];,HE[plj+23];
3325;0.004440;*;*;*;*;
3326;0.004888;*;BT;GC:M71(NGC6838)[hrs+07];*;
3327;0.079900;*;*;GC:M71(NGC6838)[pqm+21];*;
3328;0.028930;*;*;GC:M71(NGC6838)[pqm+21];*;
3329;0.100670;*;*;GC:M71(NGC6838)[pqm+21];*;
3330;1.333965;1.77e-15;*;*;*;
3331;1.011002;2.14e-15;*;*;*;
3332;1.271200;*;*;*;*;
3333;2.099440;1.73e-15;*;*;*;
3334;0.193405;1.06e-15;*;*;*;
3335;0.931210;1.26e-15;DD;*;*;
3336;0.092709;2.12e-14;*;GRS:4FGL_J1954.3+2836[aab+22];NRAD[aab+22];
3337;0.426677;1.71e-18;*;*;*;
3338;0.352933;6.60e-15;*;*;*;
3339;1.387041;2.20e-15;*;*;*;
3340;1.387041;2.20e-15;*;*;*;
